Match_ID,Date,Competition,Home_Team,Away_Team,Home_Rank,Away_Rank,Home_Elo,Away_Elo,Home_Goals,Away_Goals,Goal_Diff,Home_Form,Away_Form,Home_Win_Pct,Away_Win_Pct,Clean_Sheet_Pct,Host_Advantage,Continent_Advantage,Result,Year,Month,Total Goals,Rank Difference,Teams,Total Match Played,Total Win,Win %,Trim Home_TEAM,Trim Away_TEAM,Team,,
456,01-04-2016,Continental Cup,Italy,Senegal,5,20,1955,1996,1,5,-4,2.63,2.02,80,67,39,0,0,Away Win,2016,4,6,-15,,,,,Italy,Senegal,,,
457,02-04-2016,Friendly,Austria,Croatia,7,15,2065,1766,0,2,-2,2.45,2.22,61,61,28,1,1,Away Win,2016,4,2,-8,,,,,Austria,Croatia,,,
458,03-04-2016,Friendly,England,Portugal,7,8,1781,1862,1,5,-4,2.18,4.68,84,44,45,0,0,Away Win,2016,4,6,-1,,,,,England,Portugal,,,
459,04-04-2016,Continental Cup,Serbia,Mexico,17,9,2061,2063,0,1,-1,2.19,2.16,85,65,39,0,1,Away Win,2016,4,1,8,,,,,Serbia,Mexico,,,
460,05-04-2016,Nations League,Croatia,Uruguay,9,8,1833,1798,0,2,-2,2.03,2.61,77,76,44,1,1,Away Win,2016,4,2,1,,,,,Croatia,Uruguay,,,
461,06-04-2016,Continental Cup,Australia,Italy,9,28,2074,2009,4,3,1,3.15,4.07,73,46,61,0,0,Home Win,2016,4,7,-19,,,,,Australia,Italy,,,
462,07-04-2016,Friendly,Austria,Brazil,13,6,1781,1956,0,2,-2,2.85,4.65,43,69,28,0,1,Away Win,2016,4,2,7,,,,,Austria,Brazil,,,
463,08-04-2016,WC Qualifier,England,Uruguay,14,6,2080,1945,3,5,-2,3.25,4.74,61,71,44,0,0,Away Win,2016,4,8,8,,,,,England,Uruguay,,,
464,09-04-2016,Friendly,Switzerland,Denmark,16,16,1798,1754,3,4,-1,4.63,2.9,56,81,34,0,1,Away Win,2016,4,7,0,,,,,Switzerland,Denmark,,,
465,10-04-2016,World Cup,Switzerland,Senegal,7,30,1900,2070,0,5,-5,4.4,2.28,46,84,52,1,1,Away Win,2016,4,5,-23,,,,,Switzerland,Senegal,,,
466,11-04-2016,Friendly,Sweden,Switzerland,29,14,2076,2026,2,5,-3,4.06,3.72,70,54,32,1,1,Away Win,2016,4,7,15,,,,,Sweden,Switzerland,,,
467,12-04-2016,WC Qualifier,Australia,Netherlands,29,26,1837,2197,3,5,-2,4.88,2.43,48,63,29,1,0,Away Win,2016,4,8,3,,,,,Australia,Netherlands,,,
468,13-04-2016,Friendly,Turkey,France,20,26,1897,1768,4,2,2,4.42,3.01,74,50,53,1,1,Home Win,2016,4,6,-6,,,,,Turkey,France,,,
469,14-04-2016,Friendly,Japan,Austria,20,28,1932,1988,5,1,4,3.64,2.42,51,45,39,1,1,Home Win,2016,4,6,-8,,,,,Japan,Austria,,,
470,15-04-2016,Friendly,Morocco,Netherlands,14,11,1783,2134,5,4,1,4.61,3.28,69,41,52,0,0,Home Win,2016,4,9,3,,,,,Morocco,Netherlands,,,
471,16-04-2016,World Cup,Germany,Netherlands,7,20,1786,1813,3,3,0,2.49,4.05,64,71,31,1,1,Draw,2016,4,6,-13,,,,,Germany,Netherlands,,,
472,17-04-2016,WC Qualifier,Serbia,Austria,7,13,2049,2042,4,2,2,3.86,4.29,40,65,39,0,1,Home Win,2016,4,6,-6,,,,,Serbia,Austria,,,
473,18-04-2016,Nations League,Argentina,Australia,8,17,2155,2044,3,5,-2,4.77,3.66,78,72,33,1,0,Away Win,2016,4,8,-9,,,,,Argentina,Australia,,,
474,19-04-2016,Nations League,USA,Argentina,4,10,2051,1947,3,2,1,4.64,3.01,58,58,64,0,0,Home Win,2016,4,5,-6,,,,,USA,Argentina,,,
475,20-04-2016,Continental Cup,South Korea,France,19,30,1958,1883,1,0,1,4.92,3.11,81,65,57,1,1,Home Win,2016,4,1,-11,,,,,South Korea,France,,,
476,21-04-2016,Friendly,France,Argentina,23,10,1881,1905,2,4,-2,2.4,4.1,72,44,36,1,1,Away Win,2016,4,6,13,,,,,France,Argentina,,,
477,22-04-2016,Continental Cup,Sweden,USA,9,25,1997,1920,2,1,1,3.44,4.23,67,45,31,1,0,Home Win,2016,4,3,-16,,,,,Sweden,USA,,,
478,23-04-2016,Nations League,Argentina,Colombia,4,7,1877,1867,1,1,0,4.99,2.47,45,56,42,0,1,Draw,2016,4,2,-3,,,,,Argentina,Colombia,,,
479,24-04-2016,WC Qualifier,Senegal,Nigeria,9,17,1904,1780,0,5,-5,3.85,3.79,70,54,63,0,1,Away Win,2016,4,5,-8,,,,,Senegal,Nigeria,,,
480,25-04-2016,Friendly,Netherlands,Sweden,13,20,1952,2110,1,5,-4,3.27,3.69,78,72,52,1,0,Away Win,2016,4,6,-7,,,,,Netherlands,Sweden,,,
481,26-04-2016,Friendly,Serbia,Canada,25,13,1786,2090,5,0,5,4.39,3.5,51,79,61,1,0,Home Win,2016,4,5,12,,,,,Serbia,Canada,,,
482,27-04-2016,Nations League,Uruguay,Portugal,9,16,1776,1877,3,4,-1,4.3,2.48,65,77,56,1,0,Away Win,2016,4,7,-7,,,,,Uruguay,Portugal,,,
483,28-04-2016,Nations League,Senegal,Poland,14,2,1878,2190,3,5,-2,4.91,3.52,78,78,42,0,1,Away Win,2016,4,8,12,,,,,Senegal,Poland,,,
484,29-04-2016,WC Qualifier,Nigeria,France,30,26,1778,1938,0,2,-2,3.41,3.31,73,72,33,1,0,Away Win,2016,4,2,4,,,,,Nigeria,France,,,
485,30-04-2016,Friendly,Germany,Sweden,15,8,2195,1757,1,5,-4,3.23,4.88,48,56,39,1,1,Away Win,2016,4,6,7,,,,,Germany,Sweden,,,
486,01-05-2016,Friendly,Belgium,USA,12,2,1853,1899,5,5,0,2.08,2.04,81,56,64,0,1,Draw,2016,5,10,10,,,,,Belgium,USA,,,
487,02-05-2016,World Cup,Netherlands,Turkey,17,5,1885,2097,4,1,3,2.05,4.21,48,84,27,1,0,Home Win,2016,5,5,12,,,,,Netherlands,Turkey,,,
488,03-05-2016,Continental Cup,Senegal,Germany,28,1,2156,1952,1,3,-2,4.41,3.06,63,64,55,0,0,Away Win,2016,5,4,27,,,,,Senegal,Germany,,,
489,04-05-2016,Friendly,Italy,Australia,13,2,1873,2074,4,4,0,4.98,4.18,70,63,41,1,0,Draw,2016,5,8,11,,,,,Italy,Australia,,,
490,05-05-2016,World Cup,Nigeria,Germany,16,4,1924,2000,3,3,0,4.07,2.99,82,53,45,1,1,Draw,2016,5,6,12,,,,,Nigeria,Germany,,,
491,06-05-2016,Friendly,Poland,Belgium,30,7,1817,2179,0,5,-5,4.16,3.67,43,82,29,0,0,Away Win,2016,5,5,23,,,,,Poland,Belgium,,,
492,07-05-2016,Friendly,Senegal,Australia,6,17,1906,1859,2,1,1,3.36,4.05,49,43,29,1,0,Home Win,2016,5,3,-11,,,,,Senegal,Australia,,,
493,08-05-2016,Nations League,Croatia,Sweden,27,12,1888,2026,4,5,-1,4.52,2.16,82,66,26,1,1,Away Win,2016,5,9,15,,,,,Croatia,Sweden,,,
494,09-05-2016,Friendly,Switzerland,Uruguay,27,28,2122,2087,1,3,-2,3.16,2.11,51,80,57,1,1,Away Win,2016,5,4,-1,,,,,Switzerland,Uruguay,,,
495,10-05-2016,World Cup,Norway,France,29,10,1941,2053,2,0,2,4.43,2.95,70,41,31,1,0,Home Win,2016,5,2,19,,,,,Norway,France,,,
496,11-05-2016,Friendly,Serbia,Netherlands,10,4,2156,1966,5,3,2,2.96,4.45,80,61,31,0,0,Home Win,2016,5,8,6,,,,,Serbia,Netherlands,,,
497,12-05-2016,WC Qualifier,Poland,Brazil,1,21,1938,2064,1,0,1,2.1,4.16,48,77,45,1,1,Home Win,2016,5,1,-20,,,,,Poland,Brazil,,,
498,13-05-2016,Friendly,Argentina,Portugal,10,10,1786,2127,0,3,-3,4.85,4.13,82,41,60,0,0,Away Win,2016,5,3,0,,,,,Argentina,Portugal,,,
499,14-05-2016,World Cup,Mexico,England,5,29,2065,2198,2,0,2,3.1,2.25,44,49,37,1,1,Home Win,2016,5,2,-24,,,,,Mexico,England,,,
500,15-05-2016,WC Qualifier,Belgium,France,19,28,1957,1815,2,3,-1,2.1,3.26,78,53,29,0,0,Away Win,2016,5,5,-9,,,,,Belgium,France,,,
501,16-05-2016,WC Qualifier,Canada,France,10,17,2138,2013,2,3,-1,4.44,2.67,49,65,54,0,0,Away Win,2016,5,5,-7,,,,,Canada,France,,,
502,17-05-2016,Friendly,Colombia,England,26,4,2101,2185,2,0,2,2.35,5,83,80,63,0,0,Home Win,2016,5,2,22,,,,,Colombia,England,,,
503,18-05-2016,World Cup,Croatia,Norway,17,8,2129,2040,5,2,3,4.75,4.6,83,57,56,0,1,Home Win,2016,5,7,9,,,,,Croatia,Norway,,,
504,19-05-2016,World Cup,Switzerland,Mexico,24,20,1974,1839,1,3,-2,3.62,2.78,56,84,28,1,0,Away Win,2016,5,4,4,,,,,Switzerland,Mexico,,,
505,20-05-2016,WC Qualifier,Uruguay,Spain,22,19,2152,1834,1,3,-2,4.26,4.47,48,69,51,1,1,Away Win,2016,5,4,3,,,,,Uruguay,Spain,,,
506,21-05-2016,Friendly,Spain,Germany,6,6,1937,2041,4,4,0,3.53,4.29,80,84,44,1,1,Draw,2016,5,8,0,,,,,Spain,Germany,,,
507,22-05-2016,Continental Cup,Senegal,Argentina,3,14,1866,1819,3,2,1,2.37,4.48,57,59,60,0,1,Home Win,2016,5,5,-11,,,,,Senegal,Argentina,,,
508,23-05-2016,Continental Cup,Norway,Poland,27,21,2135,1866,3,1,2,3.03,4.97,63,75,50,1,0,Home Win,2016,5,4,6,,,,,Norway,Poland,,,
509,24-05-2016,Friendly,Poland,France,25,23,1899,2148,0,0,0,3.2,3.61,64,69,25,0,1,Draw,2016,5,0,2,,,,,Poland,France,,,
510,25-05-2016,Nations League,Uruguay,Morocco,8,23,1882,1825,2,2,0,4.2,3.62,75,79,42,0,1,Draw,2016,5,4,-15,,,,,Uruguay,Morocco,,,
511,26-05-2016,WC Qualifier,Canada,Colombia,11,6,2056,2168,4,2,2,3.16,2.67,82,68,28,1,1,Home Win,2016,5,6,5,,,,,Canada,Colombia,,,
512,27-05-2016,Continental Cup,Denmark,Japan,26,11,1983,1892,5,2,3,2.01,4.73,56,72,53,0,1,Home Win,2016,5,7,15,,,,,Denmark,Japan,,,
513,28-05-2016,WC Qualifier,France,Norway,26,29,1825,2054,4,4,0,2.49,4.65,40,71,43,0,0,Draw,2016,5,8,-3,,,,,France,Norway,,,
514,29-05-2016,Friendly,Japan,Portugal,10,13,2047,1930,5,4,1,2.66,2.84,82,79,45,0,1,Home Win,2016,5,9,-3,,,,,Japan,Portugal,,,
515,30-05-2016,Continental Cup,Austria,USA,28,12,1954,1826,0,5,-5,3.77,4.83,65,77,51,1,0,Away Win,2016,5,5,16,,,,,Austria,USA,,,
516,31-05-2016,Friendly,England,Australia,18,14,1863,1875,1,3,-2,2.81,2.61,55,50,63,1,0,Away Win,2016,5,4,4,,,,,England,Australia,,,
517,01-06-2016,World Cup,Argentina,England,21,7,2052,2008,4,2,2,3.28,4.2,69,66,29,0,0,Home Win,2016,6,6,14,,,,,Argentina,England,,,
518,02-06-2016,Nations League,Belgium,Argentina,25,12,2050,2057,5,4,1,3.39,3.34,50,66,33,0,1,Home Win,2016,6,9,13,,,,,Belgium,Argentina,,,
519,03-06-2016,Nations League,Japan,Sweden,18,20,2071,1806,3,5,-2,3.72,2.58,60,49,41,1,1,Away Win,2016,6,8,-2,,,,,Japan,Sweden,,,
520,04-06-2016,World Cup,Senegal,France,21,28,2165,2082,5,4,1,3.49,4.11,71,53,44,0,0,Home Win,2016,6,9,-7,,,,,Senegal,France,,,
521,05-06-2016,Nations League,Sweden,Germany,11,5,2054,1760,5,3,2,4.58,4.61,74,46,41,1,0,Home Win,2016,6,8,6,,,,,Sweden,Germany,,,
522,06-06-2016,Friendly,Norway,Sweden,4,15,1942,2145,1,4,-3,4.98,2.08,73,45,37,0,0,Away Win,2016,6,5,-11,,,,,Norway,Sweden,,,
523,07-06-2016,Continental Cup,Spain,Turkey,18,7,2163,2152,2,1,1,4.12,3.75,56,40,51,0,1,Home Win,2016,6,3,11,,,,,Spain,Turkey,,,
524,08-06-2016,World Cup,Denmark,Senegal,20,30,1957,1933,1,2,-1,3.6,3.35,65,52,57,0,0,Away Win,2016,6,3,-10,,,,,Denmark,Senegal,,,
525,09-06-2016,Nations League,South Korea,Germany,8,12,1849,2150,2,5,-3,2.4,3.31,58,77,63,0,0,Away Win,2016,6,7,-4,,,,,South Korea,Germany,,,
526,10-06-2016,Nations League,Croatia,Morocco,7,17,2161,2145,0,5,-5,4.84,4.36,67,43,57,1,1,Away Win,2016,6,5,-10,,,,,Croatia,Morocco,,,
527,11-06-2016,WC Qualifier,Germany,Switzerland,28,22,1797,2111,1,0,1,3.73,3.87,43,77,46,0,1,Home Win,2016,6,1,6,,,,,Germany,Switzerland,,,
528,12-06-2016,Friendly,Sweden,Switzerland,10,1,1847,2150,2,3,-1,4.7,2.3,60,42,54,1,0,Away Win,2016,6,5,9,,,,,Sweden,Switzerland,,,
529,13-06-2016,Continental Cup,Spain,Brazil,17,13,1760,2187,0,4,-4,2.08,3.16,62,54,32,1,0,Away Win,2016,6,4,4,,,,,Spain,Brazil,,,
530,14-06-2016,WC Qualifier,Brazil,Serbia,4,19,2012,2194,4,5,-1,4.58,2.72,67,43,36,1,1,Away Win,2016,6,9,-15,,,,,Brazil,Serbia,,,
531,15-06-2016,Friendly,Uruguay,Mexico,8,16,1851,2000,3,3,0,4.72,4.49,55,43,42,0,1,Draw,2016,6,6,-8,,,,,Uruguay,Mexico,,,
532,16-06-2016,Continental Cup,Belgium,Senegal,17,5,2022,2100,0,3,-3,3.11,3.29,59,59,61,1,0,Away Win,2016,6,3,12,,,,,Belgium,Senegal,,,
533,17-06-2016,Nations League,Denmark,Switzerland,19,29,2048,1778,1,1,0,2.71,4.69,75,56,41,1,1,Draw,2016,6,2,-10,,,,,Denmark,Switzerland,,,
534,18-06-2016,WC Qualifier,Croatia,Portugal,8,25,2058,1951,0,5,-5,3.83,4.63,70,76,43,0,0,Away Win,2016,6,5,-17,,,,,Croatia,Portugal,,,
535,19-06-2016,Continental Cup,Poland,Serbia,24,30,2158,2066,1,5,-4,4.82,4.54,85,43,60,1,1,Away Win,2016,6,6,-6,,,,,Poland,Serbia,,,
536,20-06-2016,WC Qualifier,Austria,Poland,22,5,2043,1799,3,0,3,4.53,4.97,52,70,34,0,1,Home Win,2016,6,3,17,,,,,Austria,Poland,,,
537,21-06-2016,Nations League,Turkey,Portugal,9,9,1981,2158,4,4,0,2.89,4.05,45,46,54,0,1,Draw,2016,6,8,0,,,,,Turkey,Portugal,,,
538,22-06-2016,Nations League,Nigeria,Denmark,27,7,1971,1909,3,1,2,2.84,2.31,45,40,62,1,1,Home Win,2016,6,4,20,,,,,Nigeria,Denmark,,,
539,23-06-2016,WC Qualifier,Croatia,Nigeria,18,29,1759,1964,3,5,-2,4.4,2.9,75,45,28,0,1,Away Win,2016,6,8,-11,,,,,Croatia,Nigeria,,,
540,24-06-2016,Nations League,Austria,Uruguay,2,5,2157,1872,2,4,-2,3.6,2.05,78,82,56,0,1,Away Win,2016,6,6,-3,,,,,Austria,Uruguay,,,
541,25-06-2016,Friendly,Netherlands,Argentina,16,19,1990,2016,3,3,0,4.33,3.63,77,74,64,0,1,Draw,2016,6,6,-3,,,,,Netherlands,Argentina,,,
542,26-06-2016,Nations League,USA,Austria,17,5,2018,1884,0,5,-5,2.97,2.17,62,84,50,0,0,Away Win,2016,6,5,12,,,,,USA,Austria,,,
543,27-06-2016,World Cup,Mexico,Senegal,29,25,2085,1805,5,5,0,4.82,4.31,72,40,61,1,0,Draw,2016,6,10,4,,,,,Mexico,Senegal,,,
544,28-06-2016,Friendly,Switzerland,Serbia,13,6,2168,2161,5,0,5,3.05,3.16,75,71,46,1,1,Home Win,2016,6,5,7,,,,,Switzerland,Serbia,,,
545,29-06-2016,WC Qualifier,Italy,Brazil,15,21,1953,1949,4,3,1,2.68,3.32,75,83,38,0,1,Home Win,2016,6,7,-6,,,,,Italy,Brazil,,,
546,30-06-2016,Nations League,Spain,Portugal,30,6,1777,1999,2,0,2,2.3,3.88,69,53,50,1,1,Home Win,2016,6,2,24,,,,,Spain,Portugal,,,
547,01-07-2016,Continental Cup,Italy,France,7,4,1936,2109,5,5,0,4.68,4.4,79,56,36,0,1,Draw,2016,7,10,3,,,,,Italy,France,,,
548,02-07-2016,Continental Cup,Senegal,Uruguay,19,25,1828,1805,1,4,-3,4.92,3.29,49,66,52,1,1,Away Win,2016,7,5,-6,,,,,Senegal,Uruguay,,,
549,03-07-2016,World Cup,Argentina,Serbia,12,23,1772,2047,3,5,-2,3.53,2.15,45,68,40,1,1,Away Win,2016,7,8,-11,,,,,Argentina,Serbia,,,
550,04-07-2016,Nations League,France,Turkey,15,8,1878,2051,5,0,5,2.65,3.54,53,54,42,1,0,Home Win,2016,7,5,7,,,,,France,Turkey,,,
551,05-07-2016,Continental Cup,Colombia,Belgium,20,10,1958,2042,3,4,-1,3.71,3.35,64,71,34,1,1,Away Win,2016,7,7,10,,,,,Colombia,Belgium,,,
552,06-07-2016,Nations League,Mexico,Poland,17,24,1836,2198,5,2,3,2.02,3.27,54,58,56,1,0,Home Win,2016,7,7,-7,,,,,Mexico,Poland,,,
553,07-07-2016,Friendly,Spain,Morocco,4,10,1786,2017,1,0,1,4.96,3.43,43,73,32,0,0,Home Win,2016,7,1,-6,,,,,Spain,Morocco,,,
554,08-07-2016,World Cup,Croatia,Austria,18,16,1961,2085,2,1,1,3.92,2.52,62,47,28,0,0,Home Win,2016,7,3,2,,,,,Croatia,Austria,,,
555,09-07-2016,Friendly,USA,Canada,23,17,1845,2111,2,0,2,2.59,2.31,51,74,45,1,1,Home Win,2016,7,2,6,,,,,USA,Canada,,,
556,10-07-2016,Nations League,Austria,Portugal,4,11,2019,1779,3,2,1,2.29,4.58,74,47,38,0,1,Home Win,2016,7,5,-7,,,,,Austria,Portugal,,,
557,11-07-2016,Friendly,Morocco,Uruguay,10,29,2072,2030,3,5,-2,4.44,4.44,78,75,55,0,1,Away Win,2016,7,8,-19,,,,,Morocco,Uruguay,,,
558,12-07-2016,WC Qualifier,Switzerland,Mexico,16,28,1912,1898,5,0,5,4.66,2.36,68,82,45,1,1,Home Win,2016,7,5,-12,,,,,Switzerland,Mexico,,,
559,13-07-2016,World Cup,Belgium,Turkey,10,24,2107,1906,3,3,0,2.06,2.18,50,40,47,0,1,Draw,2016,7,6,-14,,,,,Belgium,Turkey,,,
560,14-07-2016,WC Qualifier,Switzerland,Brazil,23,6,2061,2179,3,5,-2,4.7,4.93,64,85,41,1,0,Away Win,2016,7,8,17,,,,,Switzerland,Brazil,,,
561,15-07-2016,Nations League,Spain,Nigeria,23,27,1785,2135,4,0,4,4.29,3.87,58,46,59,0,0,Home Win,2016,7,4,-4,,,,,Spain,Nigeria,,,
562,16-07-2016,Continental Cup,Germany,England,24,19,1855,1832,2,4,-2,4.58,2.37,60,57,50,0,0,Away Win,2016,7,6,5,,,,,Germany,England,,,
563,17-07-2016,World Cup,USA,Turkey,22,15,1803,1788,2,4,-2,4.65,3.33,81,56,57,0,1,Away Win,2016,7,6,7,,,,,USA,Turkey,,,
564,18-07-2016,Nations League,Belgium,Australia,5,13,2088,2046,1,2,-1,2.78,3.25,62,64,53,1,1,Away Win,2016,7,3,-8,,,,,Belgium,Australia,,,
565,19-07-2016,Continental Cup,Morocco,Switzerland,4,27,1814,1810,1,1,0,2.88,4.7,71,80,64,0,0,Draw,2016,7,2,-23,,,,,Morocco,Switzerland,,,
566,20-07-2016,Nations League,Uruguay,Argentina,13,12,1950,2186,1,4,-3,3.09,4.66,63,45,30,1,0,Away Win,2016,7,5,1,,,,,Uruguay,Argentina,,,
567,21-07-2016,World Cup,England,Senegal,20,28,1986,2155,2,5,-3,2.98,3.23,80,77,60,1,0,Away Win,2016,7,7,-8,,,,,England,Senegal,,,
568,22-07-2016,World Cup,Netherlands,Senegal,13,2,1786,1828,3,0,3,3.91,4.36,45,43,35,0,0,Home Win,2016,7,3,11,,,,,Netherlands,Senegal,,,
569,23-07-2016,WC Qualifier,Serbia,Turkey,3,16,1760,2027,5,1,4,3.39,3.91,48,72,47,1,0,Home Win,2016,7,6,-13,,,,,Serbia,Turkey,,,
570,24-07-2016,Nations League,Denmark,England,1,17,2172,1769,1,1,0,3.56,4.97,77,45,65,0,1,Draw,2016,7,2,-16,,,,,Denmark,England,,,
571,25-07-2016,World Cup,Colombia,Poland,24,28,2142,2060,5,4,1,3.49,2.14,77,61,45,1,1,Home Win,2016,7,9,-4,,,,,Colombia,Poland,,,
572,26-07-2016,World Cup,Japan,Italy,24,10,1871,1829,4,5,-1,3.08,3.99,61,60,30,0,0,Away Win,2016,7,9,14,,,,,Japan,Italy,,,
573,27-07-2016,WC Qualifier,Morocco,France,21,23,2015,1864,2,4,-2,2.54,4.12,68,51,61,0,0,Away Win,2016,7,6,-2,,,,,Morocco,France,,,
574,28-07-2016,Nations League,Uruguay,Norway,29,29,2055,1988,4,5,-1,4.12,3.88,79,79,45,1,0,Away Win,2016,7,9,0,,,,,Uruguay,Norway,,,
575,29-07-2016,Nations League,France,Senegal,7,19,2020,1793,2,4,-2,3.39,3.78,81,81,40,0,1,Away Win,2016,7,6,-12,,,,,France,Senegal,,,
576,30-07-2016,WC Qualifier,Senegal,Spain,13,18,2086,2036,0,4,-4,4.26,3.44,62,52,52,1,1,Away Win,2016,7,4,-5,,,,,Senegal,Spain,,,
577,31-07-2016,World Cup,France,Italy,29,29,1885,2154,3,5,-2,2.62,3.47,78,82,60,1,1,Away Win,2016,7,8,0,,,,,France,Italy,,,
578,01-08-2016,Friendly,Belgium,Mexico,10,29,1902,1898,2,3,-1,2.02,2.5,47,40,34,1,1,Away Win,2016,8,5,-19,,,,,Belgium,Mexico,,,
579,02-08-2016,WC Qualifier,Brazil,France,7,28,1935,1873,4,4,0,4.16,2.16,52,84,43,0,1,Draw,2016,8,8,-21,,,,,Brazil,France,,,
580,03-08-2016,Nations League,Australia,Switzerland,4,11,1983,1794,1,2,-1,4.52,3.38,43,48,45,1,0,Away Win,2016,8,3,-7,,,,,Australia,Switzerland,,,
581,04-08-2016,Continental Cup,Australia,Austria,30,2,1894,2014,3,1,2,4.76,2.68,48,59,55,1,1,Home Win,2016,8,4,28,,,,,Australia,Austria,,,
582,05-08-2016,WC Qualifier,Switzerland,Norway,22,14,2194,2042,4,4,0,4.49,4.71,75,77,39,1,1,Draw,2016,8,8,8,,,,,Switzerland,Norway,,,
583,06-08-2016,Nations League,Serbia,Brazil,1,3,1968,1939,3,1,2,4.4,3.89,67,74,40,1,1,Home Win,2016,8,4,-2,,,,,Serbia,Brazil,,,
584,07-08-2016,Continental Cup,Canada,Mexico,12,29,1953,2040,3,0,3,3.47,3.15,41,68,29,1,0,Home Win,2016,8,3,-17,,,,,Canada,Mexico,,,
585,08-08-2016,Continental Cup,Croatia,Germany,28,13,1993,1910,5,3,2,4.6,2.68,56,41,29,1,1,Home Win,2016,8,8,15,,,,,Croatia,Germany,,,
586,09-08-2016,WC Qualifier,England,Portugal,12,9,1832,2008,2,0,2,3.51,4.34,48,80,35,0,0,Home Win,2016,8,2,3,,,,,England,Portugal,,,
587,10-08-2016,Nations League,Japan,Turkey,1,12,1887,1862,4,0,4,4.76,2.76,55,54,46,1,1,Home Win,2016,8,4,-11,,,,,Japan,Turkey,,,
588,11-08-2016,Nations League,Spain,Sweden,19,9,1879,1812,0,4,-4,4.71,3.91,71,60,48,0,0,Away Win,2016,8,4,10,,,,,Spain,Sweden,,,
589,12-08-2016,Continental Cup,Canada,South Korea,21,28,1901,1989,2,2,0,4.33,2.41,46,46,47,0,0,Draw,2016,8,4,-7,,,,,Canada,South Korea,,,
590,13-08-2016,World Cup,Turkey,Switzerland,24,21,2172,2052,3,3,0,3.12,4.13,73,56,31,0,1,Draw,2016,8,6,3,,,,,Turkey,Switzerland,,,
591,14-08-2016,WC Qualifier,Austria,Sweden,4,2,1994,1759,1,5,-4,3.19,3.04,53,52,65,1,0,Away Win,2016,8,6,2,,,,,Austria,Sweden,,,
592,15-08-2016,WC Qualifier,Netherlands,Mexico,21,18,1761,1854,5,5,0,4.39,3.93,55,81,29,0,0,Draw,2016,8,10,3,,,,,Netherlands,Mexico,,,
593,16-08-2016,Friendly,Netherlands,France,26,13,2136,2144,2,0,2,3.6,3.47,83,45,27,0,1,Home Win,2016,8,2,13,,,,,Netherlands,France,,,
594,17-08-2016,Nations League,Uruguay,Italy,3,17,2093,2133,2,4,-2,2.05,2.81,43,57,29,0,1,Away Win,2016,8,6,-14,,,,,Uruguay,Italy,,,
595,18-08-2016,Continental Cup,Denmark,Japan,6,2,1842,1953,3,2,1,3.87,4.37,53,76,36,1,0,Home Win,2016,8,5,4,,,,,Denmark,Japan,,,
596,19-08-2016,Friendly,England,Germany,2,22,2061,1861,4,1,3,3.65,2.38,54,83,50,1,0,Home Win,2016,8,5,-20,,,,,England,Germany,,,
597,20-08-2016,World Cup,Senegal,Switzerland,11,30,2111,1864,0,4,-4,3.82,4.7,47,44,29,1,1,Away Win,2016,8,4,-19,,,,,Senegal,Switzerland,,,
598,21-08-2016,Nations League,Portugal,Uruguay,3,27,1873,1783,4,4,0,3.61,3.93,57,61,53,0,1,Draw,2016,8,8,-24,,,,,Portugal,Uruguay,,,
599,22-08-2016,Nations League,Belgium,Spain,15,6,2080,1893,5,5,0,4.83,3.79,71,56,38,1,0,Draw,2016,8,10,9,,,,,Belgium,Spain,,,
600,23-08-2016,World Cup,Brazil,Uruguay,14,22,1877,2111,4,2,2,3.45,2.41,61,57,57,1,0,Home Win,2016,8,6,-8,,,,,Brazil,Uruguay,,,
601,24-08-2016,WC Qualifier,Mexico,Argentina,18,29,2170,2155,4,5,-1,3.14,2.99,82,68,37,1,1,Away Win,2016,8,9,-11,,,,,Mexico,Argentina,,,
602,25-08-2016,WC Qualifier,South Korea,Austria,15,17,1902,2098,4,5,-1,3.9,3.81,44,46,25,1,0,Away Win,2016,8,9,-2,,,,,South Korea,Austria,,,
603,26-08-2016,Nations League,Croatia,Norway,14,11,2069,1788,4,5,-1,3.66,2.31,76,84,28,0,1,Away Win,2016,8,9,3,,,,,Croatia,Norway,,,
604,27-08-2016,Continental Cup,Denmark,Senegal,29,28,1756,1881,2,4,-2,2.63,2.3,72,43,30,1,0,Away Win,2016,8,6,1,,,,,Denmark,Senegal,,,
605,28-08-2016,Friendly,Portugal,Spain,30,3,2094,1897,1,4,-3,4.47,2.94,57,78,65,1,1,Away Win,2016,8,5,27,,,,,Portugal,Spain,,,
606,29-08-2016,Continental Cup,Mexico,Nigeria,14,25,2004,1933,2,1,1,4.95,3.67,77,49,63,0,0,Home Win,2016,8,3,-11,,,,,Mexico,Nigeria,,,
607,30-08-2016,Nations League,Canada,Australia,11,23,1842,2033,1,5,-4,2.49,3.75,52,42,57,1,1,Away Win,2016,8,6,-12,,,,,Canada,Australia,,,
608,31-08-2016,Nations League,Colombia,Argentina,20,30,2164,1868,3,3,0,2.76,3.37,47,48,35,0,1,Draw,2016,8,6,-10,,,,,Colombia,Argentina,,,
609,01-09-2016,Continental Cup,Serbia,Japan,26,29,1991,2062,1,4,-3,2.6,3.08,46,56,47,0,0,Away Win,2016,9,5,-3,,,,,Serbia,Japan,,,
610,02-09-2016,Friendly,Canada,Australia,24,6,1974,1764,1,0,1,3.01,3.65,73,44,25,1,0,Home Win,2016,9,1,18,,,,,Canada,Australia,,,
